"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
8.41381410795284e-36,0.341028861039496,1,0.991,1.91834961661325e-33,"0","CD324"
2.89668290638859e-35,0.437138607067967,1,0.972,6.60443702656599e-33,"0","Siglec-8"
5.35245365871979e-34,0.401439545150576,1,0.994,1.22035943418811e-31,"0","CD71"
1.05321884950952e-31,0.390010757417855,1,0.982,2.40133897688171e-29,"0","CD34"
2.64246690341081e-29,0.348080060563472,1,0.992,6.02482453977665e-27,"0","CD194"
5.00286948447546e-29,0.284979427514251,1,0.999,1.14065424246041e-26,"0","CD107a"
9.11234719868031e-28,0.525064737990637,0.999,0.941,2.07761516129911e-25,"0","CD163"
7.09379670486461e-26,0.260939199842183,1,0.984,1.61738564870913e-23,"0","HLA-DR"
4.21542894405301e-25,0.337494399571061,1,0.992,9.61117799244086e-23,"0","CCR10"
4.72412741665211e-25,0.431470018114488,1,0.958,1.07710105099668e-22,"0","CD338"
2.12712495581508e-24,0.320185032734084,1,0.994,4.84984489925839e-22,"0","MERTK"
3.83904051815493e-24,0.93406963052093,0.965,0.791,8.75301238139325e-22,"0","CD169"
4.27967513220373e-24,0.528353756357065,0.99,0.809,9.7576593014245e-22,"0","CD319"
2.47429199623211e-21,0.403167323061925,0.999,0.951,5.64138575140922e-19,"0","CD66b"
1.02472603099704e-20,0.307492398611787,1,0.974,2.33637535067325e-18,"0","CD243"
1.67703515857849e-20,0.293446707003999,1,0.989,3.82364016155896e-18,"0","CD202b"
3.05021357400152e-20,0.412682783921221,1,0.993,6.95448694872346e-18,"0","CD13"
3.11659150491414e-19,0.357329820447909,0.999,0.956,7.10582863120423e-17,"0","CD110"
2.75989879620931e-18,0.417684289874821,0.996,0.894,6.29256925535722e-16,"0","C5L2"
4.98644120290021e-18,0.715649636874908,0.929,0.628,1.13690859426125e-15,"0","CD185"
5.5808605252231e-18,0.263898085589681,1,0.996,1.27243619975087e-15,"0","CD49b"
6.34876583936344e-17,0.307996366033763,1,0.988,1.44751861137486e-14,"0","CD138-2"
