"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
7.46294933049736e-42,1.12404007618652,0.956,0.652,1.32900201677497e-37,"0","RAC1"
1.34394844908669e-41,1.20222661396476,0.764,0.373,2.39330339813358e-37,"0","SKAP2"
2.31242755546063e-41,0.979048707496533,0.834,0.352,4.1179709907643e-37,"0","ATP2B1-AS1"
2.63784885304928e-41,1.75668824636793,0.684,0.236,4.69748123751016e-37,"0","RXRA"
5.60235811251979e-41,2.09663168836074,0.493,0.149,9.97667932677525e-37,"0","RBM47"
5.81735319813666e-41,1.44812706426708,0.792,0.373,1.03595425752418e-36,"0","ZYX"
5.87332280649122e-41,0.962352847667105,0.948,0.503,1.04592132537996e-36,"0","ZEB2"
7.31125686716764e-41,1.10154826350787,0.901,0.514,1.30198862290521e-36,"0","C1orf162"
1.13286795113242e-40,1.52590252409286,0.728,0.306,2.01741124737662e-36,"0","IL17RA"
3.85693062732983e-40,1.96863929259636,0.489,0.153,6.86842206114896e-36,"0","TFEC"
4.23218663890476e-40,2.1988886267725,0.601,0.17,7.5366779665616e-36,"0","HNMT"
5.99335571568715e-40,2.07851176882294,0.589,0.171,1.06729678584957e-35,"0","EGR1"
9.97398339006928e-40,1.96554462092619,0.622,0.199,1.77616696210354e-35,"0","PRAM1"
1.18312310549618e-39,1.18162873298691,0.684,0.246,2.1069056262676e-35,"0","IER3"
1.75156334596169e-39,0.803034517978872,0.941,0.688,3.11918400648858e-35,"0","SAMHD1"
2.25634542580349e-39,1.45185683582098,0.629,0.274,4.01809993427085e-35,"0","SULF2"
2.32448428693979e-39,1.40922272196248,0.707,0.252,4.13944161818238e-35,"0","HCK"
2.79244323167436e-39,0.836457769008366,0.779,0.325,4.9727829069657e-35,"0","MARCKS"
5.2813992054158e-39,2.43683910926331,0.425,0.103,9.40511570500446e-35,"0","RNASE2"
9.71991753103431e-39,2.15784092117045,0.618,0.174,1.73092291392659e-34,"0","BST1"
1.66894776893722e-38,0.639883767452536,0.92,0.688,2.97206218692341e-34,"0","NFKBIA"
2.12027124524674e-38,1.65255936138266,0.666,0.212,3.77577903353539e-34,"0","LRRC25"
8.27320676759399e-38,1.46206715158457,0.649,0.289,1.47329266117314e-33,"0","CTSA"
9.0550860473063e-38,1.38255530395913,0.74,0.373,1.61252972330431e-33,"0","TMEM167A"
2.04460176955146e-37,0.886471962125273,0.981,0.689,3.64102683121725e-33,"0","ITGB2"
2.55174668095239e-37,1.39001264091669,0.756,0.361,4.54415048944002e-33,"0","TPP1"
5.05180799632381e-37,1.71038188284157,0.666,0.259,8.99625967985344e-33,"0","C9orf72"
1.01685501552188e-36,1.84247016007286,0.636,0.232,1.81081541164137e-32,"0","LY96"
1.37179534275725e-36,1.46375032056145,0.686,0.327,2.4428931463821e-32,"0","CDC42EP3"
1.48553411643709e-36,1.9244788560593,0.591,0.196,2.64543915455118e-32,"0","CREG1"
2.29852259124889e-36,1.62479913508367,0.604,0.239,4.09320903049603e-32,"0","ATP6V1B2"
8.21689114945185e-36,1.00262096978909,0.913,0.566,1.46326397589439e-31,"0","CD63"
8.81755567020891e-36,1.95075596410012,0.604,0.195,1.5702303137508e-31,"0","ZNF385A"
1.08845417181653e-35,1.23759734799727,0.74,0.341,1.93831918917088e-31,"0","HLA-DMA"
1.61091870153032e-35,1.49441250464337,0.701,0.27,2.86872402368519e-31,"0","NAIP"
1.61779629233804e-35,1.11805050852318,0.744,0.319,2.88097163739558e-31,"0","PECAM1"
1.74058453083249e-35,2.07320298545528,0.464,0.151,3.0996329325065e-31,"0","ROGDI"
3.07654256407109e-35,1.37504898241451,0.672,0.304,5.4787069980978e-31,"0","SNX10"
8.72978885629226e-35,1.89565932420154,0.489,0.145,1.55460079952853e-30,"0","CD163"
1.11773021623548e-34,1.01466665414047,0.806,0.475,1.99045396907214e-30,"0","CMTM6"
1.16356129292108e-34,1.31316205323074,0.781,0.397,2.07206995043387e-30,"0","BNIP3L"
1.36543856644875e-34,1.7360850948368,0.603,0.214,2.43157299913193e-30,"0","RASSF4"
1.48396271641624e-34,1.31494602911222,0.738,0.358,2.64264080539403e-30,"0","RAB11FIP1"
1.82130332710293e-34,1.80297691195744,0.579,0.209,3.2433769649049e-30,"0","ALOX5"
2.29896217807373e-34,0.349314093046203,1,1,4.0939918467137e-30,"0","TMSB4X"
4.20711399020885e-34,1.25514849935476,0.626,0.23,7.49202859376392e-30,"0","CD300E"
4.49508124301195e-34,2.03026341721206,0.483,0.159,8.00484067755569e-30,"0","VNN2"
1.11444323530576e-33,1.10424191202949,0.9,0.535,1.98460051343249e-29,"0","CARD16"
2.17007688506388e-33,1.69295125616247,0.692,0.273,3.86447291692177e-29,"0","CRTAP"
2.74494964030352e-33,1.89572092008922,0.535,0.178,4.88820631945252e-29,"0","PLXNB2"
4.10786480206123e-33,1.26822895052591,0.745,0.352,7.31528563951064e-29,"0","YBX3"
4.70171848197326e-33,1.80580763372743,0.502,0.163,8.37282027269798e-29,"0","SIRPA"
6.03915041753696e-33,1.90094833816707,0.552,0.191,1.07545190635498e-28,"0","MSRB1"
